time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2),Action
5.8,5.8,5.8,5.8,5.8,NONE
5.807,5.807,5.807,5.807,5.807,NONE
5.818,5.818,5.818,5.818,5.818,NONE
5.826,5.826,5.826,5.826,5.826,NONE
5.837,5.837,5.837,5.837,5.837,NONE
5.847,5.847,5.847,5.847,5.847,NONE
5.857,5.857,5.857,5.857,5.857,NONE
5.899,5.899,5.899,5.899,5.899,NONE
5.9,5.9,5.9,5.9,5.9,NONE
5.901,5.901,5.901,5.901,5.901,NONE
5.902,5.902,5.902,5.902,5.902,NONE
5.907,5.907,5.907,5.907,5.907,NONE
5.917,5.917,5.917,5.917,5.917,NONE
5.927,5.927,5.927,5.927,5.927,NONE
5.936,5.936,5.936,5.936,5.936,NONE
5.947,5.947,5.947,5.947,5.947,NONE
5.957,5.957,5.957,5.957,5.957,NONE
5.971,5.971,5.971,5.971,5.971,NONE
5.977,5.977,5.977,5.977,5.977,NONE
6.014,6.014,6.014,6.014,6.014,NONE
6.017,6.017,6.017,6.017,6.017,NONE
6.018,6.018,6.018,6.018,6.018,NONE
6.019,6.019,6.019,6.019,6.019,NONE
6.027,6.027,6.027,6.027,6.027,NONE
6.036,6.036,6.036,6.036,6.036,NONE
6.047,6.047,6.047,6.047,6.047,NONE
6.056,6.056,6.056,6.056,6.056,NONE
6.07,6.07,6.07,6.07,6.07,NONE
6.077,6.077,6.077,6.077,6.077,NONE
6.113,6.113,6.113,6.113,6.113,NONE
6.116,6.116,6.116,6.116,6.116,NONE
6.116,6.116,6.116,6.116,6.116,NONE
6.118,6.118,6.118,6.118,6.118,NONE
6.127,6.127,6.127,6.127,6.127,NONE
6.139,6.139,6.139,6.139,6.139,NONE
6.151,6.151,6.151,6.151,6.151,NONE
6.157,6.157,6.157,6.157,6.157,NONE
6.17,6.17,6.17,6.17,6.17,NONE
6.177,6.177,6.177,6.177,6.177,NONE
6.189,6.189,6.189,6.189,6.189,NONE
6.197,6.197,6.197,6.197,6.197,NONE
6.236,6.236,6.236,6.236,6.236,NONE
6.237,6.237,6.237,6.237,6.237,NONE
6.238,6.238,6.238,6.238,6.238,NONE
6.239,6.239,6.239,6.239,6.239,NONE
6.248,6.248,6.248,6.248,6.248,NONE
6.258,6.258,6.258,6.258,6.258,NONE
6.268,6.268,6.268,6.268,6.268,NONE
6.278,6.278,6.278,6.278,6.278,NONE
6.287,6.287,6.287,6.287,6.287,NONE
6.297,6.297,6.297,6.297,6.297,NONE
6.308,6.308,6.308,6.308,6.308,NONE
6.351,6.351,6.351,6.351,6.351,NONE
6.353,6.353,6.353,6.353,6.353,NONE
6.354,6.354,6.354,6.354,6.354,NONE
6.355,6.355,6.355,6.355,6.355,NONE
6.358,6.358,6.358,6.358,6.358,NONE
6.367,6.367,6.367,6.367,6.367,NONE
6.378,6.378,6.378,6.378,6.378,NONE
6.387,6.387,6.387,6.387,6.387,NONE
6.397,6.397,6.397,6.397,6.397,NONE
6.407,6.407,6.407,6.407,6.407,NONE
6.448,6.448,6.448,6.448,6.448,NONE
6.45,6.45,6.45,6.45,6.45,NONE
6.451,6.451,6.451,6.451,6.451,NONE
6.452,6.452,6.452,6.452,6.452,NONE
6.458,6.458,6.458,6.458,6.458,NONE
6.469,6.469,6.469,6.469,6.469,NONE
6.478,6.478,6.478,6.478,6.478,NONE
6.487,6.487,6.487,6.487,6.487,NONE
6.498,6.498,6.498,6.498,6.498,NONE
6.508,6.508,6.508,6.508,6.508,NONE
6.554,6.554,6.554,6.554,6.554,NONE
6.556,6.556,6.556,6.556,6.556,NONE
6.556,6.556,6.556,6.556,6.556,NONE
6.557,6.557,6.557,6.557,6.557,NONE
6.558,6.558,6.558,6.558,6.558,NONE
6.568,6.568,6.568,6.568,6.568,NONE
6.577,6.577,6.577,6.577,6.577,NONE
6.587,6.587,6.587,6.587,6.587,NONE
6.597,6.597,6.597,6.597,6.597,NONE
6.608,6.608,6.608,6.608,6.608,NONE
6.623,6.623,6.623,6.623,6.623,NONE
6.628,6.628,6.628,6.628,6.628,NONE
6.672,6.672,6.672,6.672,6.672,NONE
6.673,6.673,6.673,6.673,6.673,NONE
6.674,6.674,6.674,6.674,6.674,NONE
6.675,6.675,6.675,6.675,6.675,NONE
6.676,6.676,6.676,6.676,6.676,NONE
6.686,6.686,6.686,6.686,6.686,NONE
6.696,6.696,6.696,6.696,6.696,NONE
6.706,6.706,6.706,6.706,6.706,NONE
6.717,6.717,6.717,6.717,6.717,NONE
6.726,6.726,6.726,6.726,6.726,NONE
6.771,6.771,6.771,6.771,6.771,NONE
6.773,6.773,6.773,6.773,6.773,NONE
6.773,6.773,6.773,6.773,6.773,NONE
6.774,6.774,6.774,6.774,6.774,NONE
6.777,6.777,6.777,6.777,6.777,NONE
6.787,6.787,6.787,6.787,6.787,NONE
6.796,6.796,6.796,6.796,6.796,NONE
6.812,6.812,6.812,6.812,6.812,NONE
6.824,6.824,6.824,6.824,6.824,NONE
6.827,6.827,6.827,6.827,6.827,NONE
6.867,6.867,6.867,6.867,6.867,NONE
6.869,6.869,6.869,6.869,6.869,NONE
6.869,6.869,6.869,6.869,6.869,NONE
6.871,6.871,6.871,6.871,6.871,NONE
6.876,6.876,6.876,6.876,6.876,NONE
6.887,6.887,6.887,6.887,6.887,NONE
6.897,6.897,6.897,6.897,6.897,NONE
6.906,6.906,6.906,6.906,6.906,NONE
6.918,6.918,6.918,6.918,6.918,NONE
6.927,6.927,6.927,6.927,6.927,NONE
6.937,6.937,6.937,6.937,6.937,NONE
6.946,6.946,6.946,6.946,6.946,NONE
6.957,6.957,6.957,6.957,6.957,NONE
6.966,6.966,6.966,6.966,6.966,NONE
7.003,7.003,7.003,7.003,7.003,NONE
7.006,7.006,7.006,7.006,7.006,NONE
7.008,7.008,7.008,7.008,7.008,NONE
7.009,7.009,7.009,7.009,7.009,NONE
7.016,7.016,7.016,7.016,7.016,NONE
7.026,7.026,7.026,7.026,7.026,NONE
7.036,7.036,7.036,7.036,7.036,NONE
7.046,7.046,7.046,7.046,7.046,NONE
7.057,7.057,7.057,7.057,7.057,NONE
7.066,7.066,7.066,7.066,7.066,NONE
7.109,7.109,7.109,7.109,7.109,NONE
7.11,7.11,7.11,7.11,7.11,NONE
7.112,7.112,7.112,7.112,7.112,NONE
7.112,7.112,7.112,7.112,7.112,NONE
7.117,7.117,7.117,7.117,7.117,NONE
7.126,7.126,7.126,7.126,7.126,NONE
7.138,7.138,7.138,7.138,7.138,NONE
7.147,7.147,7.147,7.147,7.147,NONE
7.157,7.157,7.157,7.157,7.157,NONE
7.168,7.168,7.168,7.168,7.168,NONE
7.177,7.177,7.177,7.177,7.177,NONE
7.226,7.226,7.226,7.226,7.226,NONE
7.227,7.227,7.227,7.227,7.227,NONE
7.229,7.229,7.229,7.229,7.229,NONE
7.229,7.229,7.229,7.229,7.229,NONE
7.23,7.23,7.23,7.23,7.23,NONE
7.237,7.237,7.237,7.237,7.237,NONE
7.247,7.247,7.247,7.247,7.247,NONE
7.257,7.257,7.257,7.257,7.257,NONE
7.267,7.267,7.267,7.267,7.267,NONE
7.277,7.277,7.277,7.277,7.277,NONE
7.326,7.326,7.326,7.326,7.326,NONE
7.327,7.327,7.327,7.327,7.327,NONE
7.329,7.329,7.329,7.329,7.329,NONE
7.329,7.329,7.329,7.329,7.329,NONE
7.33,7.33,7.33,7.33,7.33,NONE
7.337,7.337,7.337,7.337,7.337,NONE
7.347,7.347,7.347,7.347,7.347,NONE
7.357,7.357,7.357,7.357,7.357,NONE
7.374,7.374,7.374,7.374,7.374,NONE
7.377,7.377,7.377,7.377,7.377,NONE
7.423,7.423,7.423,7.423,7.423,NONE
7.424,7.424,7.424,7.424,7.424,NONE
7.425,7.425,7.425,7.425,7.425,NONE
7.426,7.426,7.426,7.426,7.426,NONE
7.427,7.427,7.427,7.427,7.427,NONE
7.437,7.437,7.437,7.437,7.437,NONE
7.447,7.447,7.447,7.447,7.447,NONE
7.458,7.458,7.458,7.458,7.458,NONE
7.467,7.467,7.467,7.467,7.467,NONE
7.477,7.477,7.477,7.477,7.477,NONE
7.491,7.491,7.491,7.491,7.491,NONE
7.496,7.496,7.496,7.496,7.496,NONE
7.542,7.542,7.542,7.542,7.542,NONE
7.543,7.543,7.543,7.543,7.543,NONE
7.544,7.544,7.544,7.544,7.544,NONE
7.545,7.545,7.545,7.545,7.545,NONE
7.546,7.546,7.546,7.546,7.546,NONE
7.557,7.557,7.557,7.557,7.557,NONE
7.567,7.567,7.567,7.567,7.567,NONE
7.577,7.577,7.577,7.577,7.577,NONE
7.592,7.592,7.592,7.592,7.592,NONE
7.597,7.597,7.597,7.597,7.597,NONE
7.635,7.635,7.635,7.635,7.635,NONE
7.638,7.638,7.638,7.638,7.638,NONE
7.64,7.64,7.64,7.64,7.64,NONE
7.64,7.64,7.64,7.64,7.64,NONE
7.647,7.647,7.647,7.647,7.647,NONE
7.656,7.656,7.656,7.656,7.656,NONE
7.667,7.667,7.667,7.667,7.667,NONE
7.678,7.678,7.678,7.678,7.678,NONE
7.688,7.688,7.688,7.688,7.688,NONE
7.698,7.698,7.698,7.698,7.698,NONE
7.708,7.708,7.708,7.708,7.708,NONE
7.717,7.717,7.717,7.717,7.717,NONE
7.728,7.728,7.728,7.728,7.728,NONE
7.775,7.775,7.775,7.775,7.775,NONE
7.776,7.776,7.776,7.776,7.776,NONE
7.777,7.777,7.777,7.777,7.777,NONE
7.778,7.778,7.778,7.778,7.778,NONE
7.779,7.779,7.779,7.779,7.779,NONE
7.788,7.788,7.788,7.788,7.788,NONE
7.797,7.797,7.797,7.797,7.797,NONE
7.808,7.808,7.808,7.808,7.808,NONE
7.818,7.818,7.818,7.818,7.818,NONE
7.828,7.828,7.828,7.828,7.828,NONE
7.876,7.876,7.876,7.876,7.876,NONE
7.878,7.878,7.878,7.878,7.878,NONE
7.879,7.879,7.879,7.879,7.879,NONE
7.879,7.879,7.879,7.879,7.879,NONE
7.88,7.88,7.88,7.88,7.88,NONE
7.888,7.888,7.888,7.888,7.888,NONE
7.897,7.897,7.897,7.897,7.897,NONE
7.907,7.907,7.907,7.907,7.907,NONE
7.918,7.918,7.918,7.918,7.918,NONE
7.927,7.927,7.927,7.927,7.927,NONE
7.975,7.975,7.975,7.975,7.975,NONE
7.977,7.977,7.977,7.977,7.977,NONE
7.977,7.977,7.977,7.977,7.977,NONE
7.978,7.978,7.978,7.978,7.978,NONE
7.978,7.978,7.978,7.978,7.978,NONE
7.987,7.987,7.987,7.987,7.987,NONE
7.997,7.997,7.997,7.997,7.997,NONE
8.006,8.006,8.006,8.006,8.006,NONE
8.017,8.017,8.017,8.017,8.017,NONE
8.027,8.027,8.027,8.027,8.027,NONE
8.044,8.044,8.044,8.044,8.044,NONE
8.047,8.047,8.047,8.047,8.047,NONE
8.095,8.095,8.095,8.095,8.095,NONE
8.099,8.099,8.099,8.099,8.099,NONE
8.1,8.1,8.1,8.1,8.1,NONE
8.101,8.101,8.101,8.101,8.101,NONE
8.102,8.102,8.102,8.102,8.102,NONE
8.109,8.109,8.109,8.109,8.109,NONE
8.116,8.116,8.116,8.116,8.116,NONE
8.128,8.128,8.128,8.128,8.128,NONE
8.145,8.145,8.145,8.145,8.145,NONE
8.148,8.148,8.148,8.148,8.148,NONE
8.201,8.201,8.201,8.201,8.201,NONE
8.202,8.202,8.202,8.202,8.202,NONE
8.203,8.203,8.203,8.203,8.203,NONE
8.203,8.203,8.203,8.203,8.203,NONE
8.205,8.205,8.205,8.205,8.205,NONE
8.207,8.207,8.207,8.207,8.207,NONE
8.216,8.216,8.216,8.216,8.216,NONE
8.226,8.226,8.226,8.226,8.226,NONE
8.236,8.236,8.236,8.236,8.236,NONE
8.246,8.246,8.246,8.246,8.246,NONE
8.258,8.258,8.258,8.258,8.258,NONE
8.267,8.267,8.267,8.267,8.267,NONE
8.308,8.308,8.308,8.308,8.308,NONE
8.31,8.31,8.31,8.31,8.31,NONE
8.31,8.31,8.31,8.31,8.31,NONE
8.311,8.311,8.311,8.311,8.311,NONE
8.316,8.316,8.316,8.316,8.316,NONE
8.327,8.327,8.327,8.327,8.327,NONE
8.336,8.336,8.336,8.336,8.336,NONE
8.346,8.346,8.346,8.346,8.346,NONE
8.36,8.36,8.36,8.36,8.36,NONE
8.366,8.366,8.366,8.366,8.366,NONE
8.407,8.407,8.407,8.407,8.407,NONE
8.409,8.409,8.409,8.409,8.409,NONE
8.409,8.409,8.409,8.409,8.409,NONE
8.41,8.41,8.41,8.41,8.41,NONE
8.416,8.416,8.416,8.416,8.416,NONE
8.426,8.426,8.426,8.426,8.426,NONE
8.436,8.436,8.436,8.436,8.436,NONE
8.446,8.446,8.446,8.446,8.446,NONE
8.456,8.456,8.456,8.456,8.456,NONE
8.466,8.466,8.466,8.466,8.466,NONE
8.476,8.476,8.476,8.476,8.476,NONE
8.486,8.486,8.486,8.486,8.486,NONE
8.519,8.519,8.519,8.519,8.519,NONE
8.521,8.521,8.521,8.521,8.521,NONE
8.523,8.523,8.523,8.523,8.523,NONE
8.528,8.528,8.528,8.528,8.528,NONE
8.539,8.539,8.539,8.539,8.539,NONE
8.545,8.545,8.545,8.545,8.545,NONE
8.556,8.556,8.556,8.556,8.556,NONE
8.566,8.566,8.566,8.566,8.566,NONE
8.583,8.583,8.583,8.583,8.583,NONE
8.585,8.585,8.585,8.585,8.585,NONE
8.596,8.596,8.596,8.596,8.596,NONE
8.643,8.643,8.643,8.643,8.643,NONE
8.646,8.646,8.646,8.646,8.646,NONE
8.647,8.647,8.647,8.647,8.647,NONE
8.649,8.649,8.649,8.649,8.649,NONE
8.65,8.65,8.65,8.65,8.65,NONE
8.657,8.657,8.657,8.657,8.657,NONE
8.666,8.666,8.666,8.666,8.666,NONE
8.676,8.676,8.676,8.676,8.676,NONE
8.686,8.686,8.686,8.686,8.686,NONE
8.697,8.697,8.697,8.697,8.697,NONE
8.747,8.747,8.747,8.747,8.747,NONE
8.749,8.749,8.749,8.749,8.749,NONE
8.751,8.751,8.751,8.751,8.751,NONE
8.752,8.752,8.752,8.752,8.752,NONE
8.753,8.753,8.753,8.753,8.753,NONE
8.757,8.757,8.757,8.757,8.757,NONE
8.766,8.766,8.766,8.766,8.766,NONE
8.776,8.776,8.776,8.776,8.776,NONE
8.8,8.8,8.8,8.8,8.8,NONE
8.801,8.801,8.801,8.801,8.801,NONE
8.846,8.846,8.846,8.846,8.846,NONE
8.847,8.847,8.847,8.847,8.847,NONE
8.848,8.848,8.848,8.848,8.848,NONE
8.849,8.849,8.849,8.849,8.849,NONE
8.851,8.851,8.851,8.851,8.851,NONE
8.857,8.857,8.857,8.857,8.857,NONE
8.867,8.867,8.867,8.867,8.867,NONE
8.877,8.877,8.877,8.877,8.877,NONE
8.887,8.887,8.887,8.887,8.887,NONE
8.897,8.897,8.897,8.897,8.897,NONE
8.913,8.913,8.913,8.913,8.913,NONE
8.918,8.918,8.918,8.918,8.918,NONE
8.97,8.97,8.97,8.97,8.97,NONE
8.973,8.973,8.973,8.973,8.973,NONE
8.975,8.975,8.975,8.975,8.975,NONE
8.977,8.977,8.977,8.977,8.977,NONE
8.979,8.979,8.979,8.979,8.979,NONE
8.98,8.98,8.98,8.98,8.98,NONE
8.987,8.987,8.987,8.987,8.987,NONE
8.998,8.998,8.998,8.998,8.998,NONE
9.013,9.013,9.013,9.013,9.013,NONE
9.018,9.018,9.018,9.018,9.018,NONE
9.071,9.071,9.071,9.071,9.071,NONE
9.074,9.074,9.074,9.074,9.074,NONE
9.075,9.075,9.075,9.075,9.075,NONE
9.077,9.077,9.077,9.077,9.077,NONE
9.077,9.077,9.077,9.077,9.077,NONE
9.078,9.078,9.078,9.078,9.078,NONE
9.087,9.087,9.087,9.087,9.087,NONE
9.097,9.097,9.097,9.097,9.097,NONE
9.111,9.111,9.111,9.111,9.111,NONE
9.117,9.117,9.117,9.117,9.117,NONE
9.152,9.152,9.152,9.152,9.152,NONE
9.153,9.153,9.153,9.153,9.153,NONE
9.154,9.154,9.154,9.154,9.154,NONE
9.163,9.163,9.163,9.163,9.163,NONE
9.167,9.167,9.167,9.167,9.167,NONE
9.178,9.178,9.178,9.178,9.178,NONE
9.188,9.188,9.188,9.188,9.188,NONE
9.197,9.197,9.197,9.197,9.197,NONE
9.208,9.208,9.208,9.208,9.208,NONE
9.217,9.217,9.217,9.217,9.217,NONE
9.228,9.228,9.228,9.228,9.228,NONE
9.236,9.236,9.236,9.236,9.236,NONE
9.277,9.277,9.277,9.277,9.277,NONE
9.278,9.278,9.278,9.278,9.278,NONE
9.278,9.278,9.278,9.278,9.278,NONE
9.279,9.279,9.279,9.279,9.279,NONE
9.286,9.286,9.286,9.286,9.286,NONE
9.296,9.296,9.296,9.296,9.296,NONE
9.308,9.308,9.308,9.308,9.308,NONE
9.317,9.317,9.317,9.317,9.317,NONE
9.326,9.326,9.326,9.326,9.326,NONE
9.337,9.337,9.337,9.337,9.337,NONE
9.347,9.347,9.347,9.347,9.347,NONE
9.406,9.406,9.406,9.406,9.406,NONE
9.408,9.408,9.408,9.408,9.408,NONE
9.409,9.409,9.409,9.409,9.409,NONE
9.409,9.409,9.409,9.409,9.409,NONE
9.41,9.41,9.41,9.41,9.41,NONE
9.41,9.41,9.41,9.41,9.41,NONE
9.417,9.417,9.417,9.417,9.417,NONE
9.427,9.427,9.427,9.427,9.427,NONE
9.437,9.437,9.437,9.437,9.437,NONE
9.448,9.448,9.448,9.448,9.448,NONE
9.506,9.506,9.506,9.506,9.506,NONE
9.508,9.508,9.508,9.508,9.508,NONE
9.509,9.509,9.509,9.509,9.509,NONE
9.509,9.509,9.509,9.509,9.509,NONE
9.51,9.51,9.51,9.51,9.51,NONE
9.51,9.51,9.51,9.51,9.51,NONE
9.517,9.517,9.517,9.517,9.517,NONE
9.528,9.528,9.528,9.528,9.528,NONE
9.537,9.537,9.537,9.537,9.537,NONE
9.548,9.548,9.548,9.548,9.548,NONE
9.556,9.556,9.556,9.556,9.556,NONE
9.603,9.603,9.603,9.603,9.603,NONE
9.604,9.604,9.604,9.604,9.604,NONE
9.605,9.605,9.605,9.605,9.605,NONE
9.606,9.606,9.606,9.606,9.606,NONE
9.614,9.614,9.614,9.614,9.614,NONE
9.618,9.618,9.618,9.618,9.618,NONE
9.627,9.627,9.627,9.627,9.627,NONE
9.637,9.637,9.637,9.637,9.637,NONE
9.648,9.648,9.648,9.648,9.648,NONE
9.657,9.657,9.657,9.657,9.657,NONE
9.667,9.667,9.667,9.667,9.667,NONE
9.72,9.72,9.72,9.72,9.72,NONE
9.721,9.721,9.721,9.721,9.721,NONE
9.721,9.721,9.721,9.721,9.721,NONE
9.723,9.723,9.723,9.723,9.723,NONE
9.724,9.724,9.724,9.724,9.724,NONE
9.73,9.73,9.73,9.73,9.73,NONE
9.736,9.736,9.736,9.736,9.736,NONE
9.745,9.745,9.745,9.745,9.745,NONE
9.756,9.756,9.756,9.756,9.756,NONE
9.767,9.767,9.767,9.767,9.767,NONE
9.81,9.81,9.81,9.81,9.81,NONE
9.81,9.81,9.81,9.81,9.81,NONE
9.811,9.811,9.811,9.811,9.811,NONE
9.811,9.811,9.811,9.811,9.811,NONE
9.816,9.816,9.816,9.816,9.816,NONE
9.828,9.828,9.828,9.828,9.828,NONE
9.837,9.837,9.837,9.837,9.837,NONE
9.846,9.846,9.846,9.846,9.846,NONE
9.856,9.856,9.856,9.856,9.856,NONE
9.866,9.866,9.866,9.866,9.866,NONE
9.88,9.88,9.88,9.88,9.88,NONE
9.886,9.886,9.886,9.886,9.886,NONE
9.936,9.936,9.936,9.936,9.936,NONE
9.937,9.937,9.937,9.937,9.937,NONE
9.938,9.938,9.938,9.938,9.938,NONE
9.939,9.939,9.939,9.939,9.939,NONE
9.939,9.939,9.939,9.939,9.939,NONE
9.946,9.946,9.946,9.946,9.946,NONE
9.957,9.957,9.957,9.957,9.957,NONE
9.966,9.966,9.966,9.966,9.966,NONE
9.981,9.981,9.981,9.981,9.981,NONE
9.987,9.987,9.987,9.987,9.987,NONE
10.038,10.038,10.038,10.038,10.038,Pushup
10.04,10.04,10.04,10.04,10.04,Pushup
10.04,10.04,10.04,10.04,10.04,Pushup
10.041,10.041,10.041,10.041,10.041,Pushup
10.042,10.042,10.042,10.042,10.042,Pushup
10.048,10.048,10.048,10.048,10.048,Pushup
10.056,10.056,10.056,10.056,10.056,Pushup
10.067,10.067,10.067,10.067,10.067,Pushup
10.077,10.077,10.077,10.077,10.077,Pushup
10.087,10.087,10.087,10.087,10.087,Pushup
10.096,10.096,10.096,10.096,10.096,Pushup
10.107,10.107,10.107,10.107,10.107,Pushup
10.117,10.117,10.117,10.117,10.117,Pushup
10.174,10.174,10.174,10.174,10.174,Pushup
10.175,10.175,10.175,10.175,10.175,Pushup
10.176,10.176,10.176,10.176,10.176,Pushup
10.177,10.177,10.177,10.177,10.177,Pushup
10.179,10.179,10.179,10.179,10.179,Pushup
10.181,10.181,10.181,10.181,10.181,Pushup
10.186,10.186,10.186,10.186,10.186,Pushup
10.198,10.198,10.198,10.198,10.198,Pushup
10.207,10.207,10.207,10.207,10.207,Pushup
10.221,10.221,10.221,10.221,10.221,Pushup
10.273,10.273,10.273,10.273,10.273,Pushup
10.277,10.277,10.277,10.277,10.277,Pushup
10.278,10.278,10.278,10.278,10.278,Pushup
10.278,10.278,10.278,10.278,10.278,Pushup
10.279,10.279,10.279,10.279,10.279,Pushup
10.28,10.28,10.28,10.28,10.28,Pushup
10.286,10.286,10.286,10.286,10.286,Pushup
10.296,10.296,10.296,10.296,10.296,Pushup
10.306,10.306,10.306,10.306,10.306,Pushup
10.316,10.316,10.316,10.316,10.316,Pushup
10.375,10.375,10.375,10.375,10.375,Pushup
10.377,10.377,10.377,10.377,10.377,Pushup
10.378,10.378,10.378,10.378,10.378,Pushup
10.378,10.378,10.378,10.378,10.378,Pushup
10.379,10.379,10.379,10.379,10.379,Pushup
10.379,10.379,10.379,10.379,10.379,Pushup
10.386,10.386,10.386,10.386,10.386,Pushup
10.396,10.396,10.396,10.396,10.396,Pushup
10.406,10.406,10.406,10.406,10.406,Pushup
10.416,10.416,10.416,10.416,10.416,Pushup
10.439,10.439,10.439,10.439,10.439,Pushup
10.44,10.44,10.44,10.44,10.44,Pushup
10.488,10.488,10.488,10.488,10.488,Pushup
10.489,10.489,10.489,10.489,10.489,Pushup
10.49,10.49,10.49,10.49,10.49,Pushup
10.491,10.491,10.491,10.491,10.491,Pushup
10.491,10.491,10.491,10.491,10.491,Pushup
10.498,10.498,10.498,10.498,10.498,Pushup
10.507,10.507,10.507,10.507,10.507,Pushup
10.515,10.515,10.515,10.515,10.515,Pushup
10.533,10.533,10.533,10.533,10.533,Pushup
10.536,10.536,10.536,10.536,10.536,Pushup
10.592,10.592,10.592,10.592,10.592,Pushup
10.593,10.593,10.593,10.593,10.593,Pushup
10.594,10.594,10.594,10.594,10.594,Pushup
10.595,10.595,10.595,10.595,10.595,Pushup
10.595,10.595,10.595,10.595,10.595,Pushup
10.597,10.597,10.597,10.597,10.597,Pushup
10.607,10.607,10.607,10.607,10.607,Pushup
10.616,10.616,10.616,10.616,10.616,Pushup
10.628,10.628,10.628,10.628,10.628,Pushup
10.637,10.637,10.637,10.637,10.637,Pushup
10.648,10.648,10.648,10.648,10.648,Pushup
10.657,10.657,10.657,10.657,10.657,Pushup
10.666,10.666,10.666,10.666,10.666,Pushup
10.725,10.725,10.725,10.725,10.725,Pushup
10.726,10.726,10.726,10.726,10.726,Pushup
10.727,10.727,10.727,10.727,10.727,Pushup
10.727,10.727,10.727,10.727,10.727,Pushup
10.728,10.728,10.728,10.728,10.728,Pushup
10.729,10.729,10.729,10.729,10.729,Pushup
10.736,10.736,10.736,10.736,10.736,Pushup
10.745,10.745,10.745,10.745,10.745,Pushup
10.756,10.756,10.756,10.756,10.756,Pushup
10.766,10.766,10.766,10.766,10.766,Pushup
10.775,10.775,10.775,10.775,10.775,Pushup
10.818,10.818,10.818,10.818,10.818,Pushup
10.819,10.819,10.819,10.819,10.819,Pushup
10.82,10.82,10.82,10.82,10.82,Pushup
10.82,10.82,10.82,10.82,10.82,Pushup
10.825,10.825,10.825,10.825,10.825,Pushup
10.835,10.835,10.835,10.835,10.835,Pushup
10.846,10.846,10.846,10.846,10.846,Pushup
10.855,10.855,10.855,10.855,10.855,Pushup
10.866,10.866,10.866,10.866,10.866,Pushup
10.875,10.875,10.875,10.875,10.875,Pushup
10.921,10.921,10.921,10.921,10.921,Pushup
10.922,10.922,10.922,10.922,10.922,Pushup
10.923,10.923,10.923,10.923,10.923,Pushup
10.924,10.924,10.924,10.924,10.924,Pushup
10.926,10.926,10.926,10.926,10.926,Pushup
10.936,10.936,10.936,10.936,10.936,Pushup
10.945,10.945,10.945,10.945,10.945,Pushup
10.955,10.955,10.955,10.955,10.955,Pushup
10.965,10.965,10.965,10.965,10.965,Pushup
10.975,10.975,10.975,10.975,10.975,Pushup
10.986,10.986,10.986,10.986,10.986,Pushup
11.043,11.043,11.043,11.043,11.043,Pushup
11.045,11.045,11.045,11.045,11.045,Pushup
11.046,11.046,11.046,11.046,11.046,Pushup
11.047,11.047,11.047,11.047,11.047,Pushup
11.047,11.047,11.047,11.047,11.047,Pushup
11.048,11.048,11.048,11.048,11.048,Pushup
11.055,11.055,11.055,11.055,11.055,Pushup
11.065,11.065,11.065,11.065,11.065,Pushup
11.076,11.076,11.076,11.076,11.076,Pushup
11.086,11.086,11.086,11.086,11.086,Pushup
11.143,11.143,11.143,11.143,11.143,Pushup
11.145,11.145,11.145,11.145,11.145,Pushup
11.146,11.146,11.146,11.146,11.146,Pushup
11.147,11.147,11.147,11.147,11.147,Pushup
11.148,11.148,11.148,11.148,11.148,Pushup
11.149,11.149,11.149,11.149,11.149,Pushup
11.156,11.156,11.156,11.156,11.156,Pushup
11.166,11.166,11.166,11.166,11.166,Pushup
11.176,11.176,11.176,11.176,11.176,Pushup
11.186,11.186,11.186,11.186,11.186,Pushup
11.201,11.201,11.201,11.201,11.201,Pushup
11.206,11.206,11.206,11.206,11.206,Pushup
11.256,11.256,11.256,11.256,11.256,Pushup
11.257,11.257,11.257,11.257,11.257,Pushup
11.258,11.258,11.258,11.258,11.258,Pushup
11.259,11.259,11.259,11.259,11.259,Pushup
11.26,11.26,11.26,11.26,11.26,Pushup
11.267,11.267,11.267,11.267,11.267,Pushup
11.276,11.276,11.276,11.276,11.276,Pushup
11.286,11.286,11.286,11.286,11.286,Pushup
11.301,11.301,11.301,11.301,11.301,Pushup
11.306,11.306,11.306,11.306,11.306,Pushup
11.354,11.354,11.354,11.354,11.354,Pushup
11.356,11.356,11.356,11.356,11.356,Pushup
11.357,11.357,11.357,11.357,11.357,Pushup
11.358,11.358,11.358,11.358,11.358,Pushup
11.359,11.359,11.359,11.359,11.359,Pushup
11.366,11.366,11.366,11.366,11.366,Pushup
11.376,11.376,11.376,11.376,11.376,Pushup
11.388,11.388,11.388,11.388,11.388,Pushup
11.402,11.402,11.402,11.402,11.402,Pushup
11.407,11.407,11.407,11.407,11.407,Pushup
11.461,11.461,11.461,11.461,11.461,Pushup
11.463,11.463,11.463,11.463,11.463,Pushup
11.464,11.464,11.464,11.464,11.464,Pushup
11.465,11.465,11.465,11.465,11.465,Pushup
11.466,11.466,11.466,11.466,11.466,Pushup
11.468,11.468,11.468,11.468,11.468,Pushup
11.477,11.477,11.477,11.477,11.477,Pushup
11.486,11.486,11.486,11.486,11.486,Pushup
11.497,11.497,11.497,11.497,11.497,Pushup
11.507,11.507,11.507,11.507,11.507,Pushup
11.517,11.517,11.517,11.517,11.517,Pushup
11.526,11.526,11.526,11.526,11.526,Pushup
11.537,11.537,11.537,11.537,11.537,Pushup
